language,reference,prediction,corrected
sei,"haas ixaai cömicazlil hac miixaj quih pinej ta x, ma hsacázatol aha.",ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�,ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�
sei,¡hiiqui hiin!,hehehehe,hehehehe
sei,¿haaco cop cöitayaxi?,"¡ah, cogo puta viaje!",ah ccooo ata viaje!
sei,icozim cop hax cöiifp oo cöquiih iha.,y coger un poco de agua,z coger an pooco ee aa
sei,"ctam, ¡aih!",bye!,bye!
sei,xaa misqueetx aha.,ha misket ha,ha misket ha
sei,"cmaacoj quij itaaij iizc com itxáp, itanoohcö, ano mxaap.",makokit itayis ko mitha. itano ano ang nga.,"makokit itaai, oo iha. ano ano an aha."
sei,hizac iti hiifp tomcoj cohpxaah.,ويشغل إيف طمغ كبحة,ويشغل إيف طمغ كبحة
sei,"zixquisiil cop ziix coaatjö quij itcápx, imozít quij oyacj quih iite ma, iyoohit.","se refiere a la cuarta, que es que está abajo. y no se refiere, o ya refiere más.","ee refiere a! aa cuarta, ee ee ee antá abajo. z ano ee refiere, oo aa refiere ma."
sei,hitj cap yomoosni.,"и тихо, как ёмозный.","z тихо, как ёмозный."
sei,¿pac itacötoj?,поги так то.,поги так ha.
sei,"¿zó cyaxi chaaya, tquiilo?",¡sopia jaiatilo!,¡sopia jaiatilo!
sei,¿itcazx?,इत काश,a! काश
sei,¡mos zo hmoozi!,"моша, моши.","моша, моши."
sei,"taax hapocooo x, cöhasmiipla aha.","tag apukor, wasmi pula","ta apukor, wasmi cola"
sei,ctam imitóm quih yoofp.,ktammin mitungin jo,ktammin mitungin oo
sei,¡cafee an ipaztoj quij hamác iti hcaaix!,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�
sei,misoj me yapxazl.,מסוח מיילה פחשתי,מסוח מיילה פחשתי
sei,itoj quih hax yinópasoj oo.,y toque ajino pasojo,z coqué ano hasoj
sei,"heme cöiquiin hac ziix quih hayaa quih hipi seehe cöhapá, taax oo speque aha.",en mi cuidad de la vida que se ha hecho para estar pequeña,an ai cuidad ee aa hita ee ee ha haaho aa estar pequeña
sei,hant iti hayaii hizac cöhayitooij.,وانت ايها الشك ويتوش,وانت ايها الشك ويتوش
sei,¿intacaacat?,いんだかーかって,いんだかーかって
sei,he ziix z imiihj iha.,"אשיך שמי, היא.","אשיך שמי, היא."
sei,hoficj coopol quih cmaax queejim iha.,"¡oficial, por si cuarte es y me ha!","¡oficial, coi ai cuarte ee z me a!"
sei,yécyaroj coi caaytaj coi imapáncojc.,"ya quiero cuy, que hay tal cuy y ma pango","aa quiso cuy, ee ha aal ca z ma ano"
sei,"coi tmaaitom ipi, ihipon iyipix.",ន្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ន្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,"hacat cmaam zo htaho, iisax quihiih cah cohtatni, toii cohyaaipj.",ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,oo.,ooooo,ccooo
sei,xepe quih ooxquim timoca hin iyahiyat.,¡jeppe que ojen de muka! ¡inni ya y ya!,¡jeppe ee peen ee muka! ¡iti aa z a!
sei,hamcanoiin quih hax xaaxat oo.,"амгановинги, ахахахато.","амгановинги, ахахахато."
sei,"canoaataj he ipazlca com xaa hapaaipt ta x, mos ihmaa pac isiimlajc aha.","kanuatak e pa silka kong haapay takh, mo si imaapak e izimlah ka ah.","kanuatak ee aa silka kong haapa ta, ma ai imaapak ee izimlah aa ah"
sei,ziix he xacoaat.,שיר עגועת,שיר עגועת
sei,"ilít quij ittánala x, tásaquim x, hant quih iti miij.",ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,himita ha.,and metta,an metta
sei,"ctam, tiix ziix cmiipla quih toii iyahoocp.",្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ ្ �,z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z
sei,"tiimotoj toc cötoii, yoque.",tein muotohto joke.,hin muotohto joke.
sei,"hax thoopatj oo ma, canoaa z ano hatahca ma, hanso hizi iicanij cah hayoozcam.",ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�
sei,"cmaam quij toop, ziix quih an iic cömiipe.","wann ich ob, ist der reh an der kuipe.","an ih ha, is ee ah an ee kuipe."
sei,¿zó zaahya itizaah?,说一下 已经是,说一下 已经是
sei,¿xicaquiziil coi hant cösomíxojoj queeya?,ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa ḥa,aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa aa
sei,ihpyohaait.,hippie-o-ait,hippie-o-ait
sei,queelx caacoj quih canoaa cheel quih iica coom iha.,"keskka kuhki, kanua keski ja kakomia.","keskka kuhki, kanua keski aa kakomia."
sei,ihyaazi quih iiqui hpyaapca.,ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,he iicp me hpyooitom.,"e aí, me apiou, e tu?","ee a! me apiou, ee itá?"
sei,¿zó ma htai?,شو مأتاي,a! مأتاي
sei,hamazaj quij mitacl hac ano quiij iha.,"amasya hindi, meda kala kanogiyahia.","aasa hindi, ma aa kanogiyahia."
sei,"sahmees caacöl pac he itámlajc ma, ano hmeemjöc.","sama sekali, saya akan pakai tameran kemahannya.","saa sekali, saa aa yaai tameran kemahannya."
sei,"ta x, spaii aha.","так, спая.","так, спая."
sei,"xiica hapahit hoyaat quih teme ma, haxoj cötootij ma, haxöl hatapt, hayooitoj.",ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ ὁ �,z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z
sei,"haxz cop miist quij hantaxl haquix cötap ma, miist quij yajoz.",ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�,ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�
sei,¿haac intapaspx?,aquí no pasa,aquí ano aasa
sei,¡iti azám!,itti äsken.,iti äsken.
sei,iicp me caticpan iha.,इक में का दिख पन्या,a! में a! दिख पन्या
sei,tiix iti cöisyáx haa hi.,"tīrreti, guztie, tā ir.","tīrreti, guztie, ta ha."
sei,haptco hpmoneaax.,"abdukku, monyak","abdukku, monyak"
sei,"¡ziix quiisax ihmaa quij impooho x, iquiisax quih quiipe quih iiqui hqueetx!",i'm not a child. i'm a mother. i'm a child. i'm a mother. i'm a child. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm a mother. i'm,com nt a! child. com a! mother. com a! child. com a! mother. com a! child. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com a! mother. com
sei,me hsiimjc aha.,thank you.,thanl ho.
sei,micaamiz quih xohaait.,מכן משקחו עית,מכן משקחו עית
sei,¡coocj xah capxa camjc!,أخاك أبخاها قامت,أخاك أبخاها قامت
sei,haquejöc pac ihsanoocaj haa hi.,a que es que es a no cari,a! ee ee ee ee a! ano ai
sei,hiiqui yoopca.,ikki jopa.,iizi jopa.
sei,hax cop hehe an icaaij quij iti cöyajoz.,αχ κοπέ εανικά η τη δικιά χώσ,a! κοπέ εανικά z a! δικιά χώσ
sei,"¿an icojiit zo hapacta pte hpaainim ta, cösihmeel haaya?",y aquí hay un poco de agua que se va a poner,z aquí ha an pooco ee aa ee ee aa a! pinej
sei,¡halx xah máápl!,أسخة مابس,أسخة مابس
sei,"zixquisiil yaazi quih itsanj, ata quih cöiyaaix.","чехки сейшки, шики, пиццаны, атаки, гуяев.","чехки сейшки, шики, пиццаны, атаки, гуяев."
sei,"hacat cmaam zo cohtatni ma, hitís he iyocazit.",ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,¿canoaa aapaya?,kanua apa ya,kanua apa aa
sei,trooqui hax ai imahii oo zo hyexl.,troque a jaima y shoyes,trooqui a! caama z shoyes
sei,"cmajiic coi hant seenel hapáh hac ano toii, anxö xöasi.","buen día, amiguitos.","juan ha, amiguitos."
sei,cmaax hehe an icaaij ihyaa quij iteen hac ihszaaij aha.,וחער עניקה אייה כאיתן נק שייה,וחער עניקה אייה כאיתן a! שייה
sei,taax icaaitom imiipe ha.,так и кайтом имепия.,так z кайтом имепия.
sei,zixquisiil quij hizac iti hcaaix saalim.,"גיסיילטיק, איש שגיטיקה איך שאלים.","גיסיילטיק, איש שגיטיקה איך שאלים."
sei,yaticpan quih iiqui croocö iha.,"ya, tik panji, kita ok.","ha, ai panji, hita oo."
sei,pablo quih hant he yoiis.,pablo y joyce,pablo z joyce
sei,ano hihitj quih haat ix pac iyotopl.,ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�,ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ�
sei,he zixcám zo quihit iha.,y ahora vamos a hacer el chocón,z hohra aamo a! hac ee chocón
sei,iti hmiiha quij ihsanzaait aha.,ini adalah kisah yang saya mencari,iti adalah iisax an saa mencari
sei,eenim cosi quih hant ihyoocatx.,ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ ḍᵃ �,a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! z
sei,ziix zo cöiyozaxö.,شیخ شو گویو شاق,شیخ a! گویو شاق
sei,yaaco cop xitaj.,я кого-то так...,z кого-то так...
sei,¡haa xah iifp quih tahátàxo a!,"ajá, y quita, brajoa.","ajá, z quizaj brajoa."
sei,eenim quiix quij mineehj.,ich nehme jetzt meine...,ih hehe jetzt meine...
sei,iihax yaticpan.,thank you.,thanl ho.
sei,tiix oose caha.,dich aussegert.,ih aussegert.
sei,sahmees coi quipxa hiiqui hcaail.,salut!,salut!
sei,cola yinol.,korostaa jemmina.,korostaa jemmina.
sei,hehe cop hant cöyoop.,え、えご、あん、きょう、ご,え、えご、あん、きょう、ご
sei,haaco quih an hac xicopol.,ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ ḍᴀ �,a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! a! z
sei,hihiim yoheemt.,"he im you, and","he him yax, an"
sei,¿pnaacojya itqueezi?,на кухне и кеши.,a! кухне z кеши.
sei,hap quih ziix ccam coqué ha.,абкерзекам кукеа,абкерзекам кукеа
sei,he hant ihamizj quih miti quiso ha.,ونحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن ن,ونحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن z
sei,¿me hamác iica siij queeya?,me ama que casi es que ella,me aa ee cosi ee ee cola
sei,saa xaha tamoz ihaacoj áa xac.,sájate a tammos y acoja a haja.,sájate a! tamoz z coha a! aha.
sei,hapequet zo hyiiquet.,apeccho y yekit,apeccho z yaait
sei,"caay quih itooit coi cötfit, cola yinl.",kaigi itoitkoi tweetkossain.,yaii itoitkoi tweetkossain.
sei,¿ihpthaxz?,c'est parti!,cmeet parti!
sei,iij quiih tazo quih hsiisx haa hi.,ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ ឍ �,z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z
sei,izcapxla hac an iyooxquim.,"их капсхака, а не йогки.","a! капсхака, z a! йогки."
sei,¿mihiisax com haa cotom?,מזיסך קום אעגותום,מזיסך קום אעגותום
sei,imiipla iiha quih hant tazo miime.,"אימי פליי ארי, אנטה שומי אימי","אימי פליי ארי, אנטה שומי אימי"
sei,ihatalhaa hmiimzo.,ja tätä laa miimmin.,aa tätä aa miimmin.
sei,¿ziix z iij cömita?,"schööch, euch gutten.","schööch, quih gutten."
sei,¿zixquisiil quih imám inaail quij itacoml?,ширкисельки и мамминальки и таком.,ширкисельки z мамминальки z таком.
sei,"cmoqueepe quij iisax com cöcamsisiin zo haa piij, iihax isaai aha.",ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ �,z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z
sei,xiica is cquihjö hamcanoiin quij ano coii coi mootxöquij.,хайкаских ангономных анокуйбой мудрых.,хайкаских ангономных анокуйбой мудрых.
sei,¿minzaai cösmiizj haaya?,"minsai, smieszaja","minsai, smieszaja"
sei,comcaac ctamcö coi haptco antá xah miizcam.,ḍgag tam kui aptko andaha mishkam.,ḍgag ctam ai haptco andaha mishkam.
sei,"hapaspoj yaa quih itapatjc, iyacaaitom.",απασποχιάκι ή τα πατχιακάητον.,απασποχιάκι z a! πατχιακάητον.
sei,icanoaa com cooil xah cheel xah cöiyaaspoj.,y que no ha concluido el hackez hacke y aspor,z ee ano ha concluido ee hackez hac z aspor
sei,"¡saa xah ha taa, anxö hapx iiquim áa xah hac!",ساخة آتة أنخ أبخي جماعة,ساخة آتة أنخ أبخي جماعة
sei,"ee ha áno yázalca, ziix quih hant quih iti tahca ma x.",he ya anoyasas ka sychki anki di taga magha.,he aa anoyasas aa sychki ai ai taa aha.
sei,icaaspoj com hapaspoj hanoocaj quih coopa quij iic cöihiicot hac ano coom iha.,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�
sei,"hant tomcoj cohtáh, icamápxölilca quih iti cöhaya.",anthongokota ekama pkseska gytikwaiya,anthongokota caama pkseska gytikwaiya
sei,"¿zó tpacta ma, ntanaaaij?","so, it's nice.",coi hitís iime.
sei,¿me ázya iyat intozám?,may asia yakin dosam,ma aa yafin cosa
sei,"sahmees quih tatxo teete, immiimix.","סעמא הסקיטה תחותתי, ימי מר.","סעמא הסקיטה תחותתי, ימי ha."
sei,me ziix quiipe z iti cosa caha.,mea shirkipa jitiko saga a,ma shirkipa jitiko saa a!
sei,"he hptinzaait, zixquisiil com ihtexl, ihyanoocaj.",វ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�,វ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្�
sei,himcac iti miij.,"imca, que te mires.",himcac ee ee mires.
sei,cocsar ticop itaasi hac cohyomiiit.,"koksaatikko pitää se, että jo miin.",koksaatikko pitää ee että oo miih.
sei,"canoaa hyaai com iizax tazo teme ma, juan quih he tafp, hiihax itaai, iyateelot.",y,z
sei,"zixquisiil zo haquix piih ta x, inaail com popaaisx ta x, smihimz aha.","syhtyisin, että se on kivpeet asin, että olisi kumpu päästä, jotenkin se ei ensä ole.","syhtyisin, että ee an kivpeet asin, että olisi kumpu päästä, jotenkin ee ai ensä mee."
sei,"taalim ma, itoaa cop xpeemoja z ano cötapxölim ma, hant tfii ma, yahtaap.",tää semmä ei toaa kun kappee muuhansa noktausemman antvema ja taap.,ta semmä ai itoaa an kappee muuhansa noktausemman antvema aa taa.
sei,¿hin tmiiit?,inmate.,inmate.
sei,hacx somcamiih aha.,i'm coming,com comiix
sei,¿miisax com coi ntcaail oo?,me llamo caelo.,me aamo caelo.
sei,toii ntihsoozi haa hi.,don't get so shit at me.,don't ee oo hi. a! ma.
sei,eenm an iquiijim quih haaco quih an hac ano yihiizat.,en maniquijin de a coca naca no diisat,an maniquijin ee a! coha aa ano hiisax
sei,"hanso ziix caziim quih pohaa ta, cöspacta ha quih oo cötpacta ma, yacaalam iha.",ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�,ḍᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃᵃ�
sei,imiit oo cöquiih iha.,ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស ស �,z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z
