language,reference,prediction,corrected
sei,iihax yaticpan.,iiháx yatícpan.,iháx yaticpan
sei,tiix oose caha.,tiix hoosic aha.,tiix hoosi aha.
sei,sahmees coi quipxa hiiqui hcaail.,¿sahmij coi quih ipxaa coi caail?,¿sahmij coi quih ihmaa coi caai
sei,cola yinol.,coot haa himol.,cooc haa himo
sei,hehe cop hant cöyoop.,hehe cop hant yoocop.,hehe cop hant moocp.
sei,haaco quih an hac xicopol.,haaco quih an hac xiicopol.,haaco quih an hac xiicopol.
sei,hihiim yoheemt.,ihiimyo heemt.,ihiimyo theemt.
sei,¿pnaacojya itqueezi?,"snaacoj ya, hin queezi.","pnaacoj ca, hin queezi."
sei,hap quih ziix ccam coqué ha.,hap quih ziix cam coquee ha.,hap quih ziix am cöquee ha.
sei,he hant ihamizj quih miti quiso ha.,he hant ihihamizj quih miti quiso ha.,he hant ihihamizj quih miti quiho ha.
sei,¿me hamác iica siij queeya?,¿me hamác quih casiij queeya?,¿me hamác quih casi! queeya?
sei,saa xaha tamoz ihaacoj áa xac.,"saax ah hatamoz, iyacóxajac.","saa ah hatamoz, iyacóxajac."
sei,hapequet zo hyiiquet.,"hapecet zo, ihyiiquit.","hapecet oo, ihyiiquit."
sei,"caay quih itooit coi cötfit, cola yinl.","caay quih ito oit cooi, cötfit, cola yinl.","caay quih it it coi, cötiin, cola inl"
sei,¿ihpthaxz?,¡ciptaxz!,¡ciptaxz!
sei,iij quiih tazo quih hsiisx haa hi.,iij quih htazo quih ihsiisx haa hi.,iij quih tazo quih ihiisax haa hi.
sei,izcapxla hac an iyooxquim.,ix cacpl xaca an iyooxquim.,ix caap xaa an iyooxquim.
sei,¿mihiisax com haa cotom?,¿mihiisax com haa cötom?,mihiisax com haa cötoii
sei,imiipla iiha quih hant tazo miime.,him iiplaii ha quih hant tac zo miime.,him iiplaii ha quih hant hac zo miime.
sei,ihatalhaa hmiimzo.,¿iyatál haa hmiimzo?,¿iyatál haa hmiimzo?
sei,¿ziix z iij cömita?,¿ziixl jüqueta?,ziix jüqueta?
sei,¿zixquisiil quih imám inaail quij itacoml?,¿ziix quisiiil quih imám inaail quij itacómz?,ziix quisiil quih imám inaail quij itacómz?
sei,"cmoqueepe quij iisax com cöcamsisiin zo haa piij, iihax isaai aha.","coqueepe quij, iisax com, cłam tsiisiim zo haa pij, iihax isaai aha.","coqueepe quij, iisax com, ccam tsiijim zo haa aih, iihax isaai aha."
sei,xiica is cquihjö hamcanoiin quij ano coii coi mootxöquij.,xiica isquij hant canom quij ano coii coi modxö quij.,xiica himquij hant canoj quij ano coii coi modxö quih.
sei,¿minzaai cösmiizj haaya?,"minsaai, cmiizj haaya.","minsaai, miizj haaya"
sei,comcaac ctamcö coi haptco antá xah miizcam.,"comcaac ctam coi haptco hantax ha, miizcam.","comcaac ctam coi haptco hantaxl ha, miizcam."
sei,"hapaspoj yaa quih itapatjc, iyacaaitom.",hapaspoj yaa quih itapatj quih iyacaaito.,hapaspoj yaa quih imaptj quih iyacaaitic.
sei,icanoaa com cooil xah cheel xah cöiyaaspoj.,icanoaa com cooil xah queel xah cöiyaaspoj.,canoaa com cooil xah quee xah cöicaaspoj
sei,"¡saa xah ha taa, anxö hapx iiquim áa xah hac!","saax aha ta, anxö hapx iiquim áax haca.","saa aa ta, anxö hapx iiquim hax hac."
sei,"ee ha áno yázalca, ziix quih hant quih iti tahca ma x.","he hahanoyazalca, ziix quih hant quih itahcamaj.","he hahanoyazalca, ziix quih hant quih itahcamaj."
sei,icaaspoj com hapaspoj hanoocaj quih coopa quij iic cöihiicot hac ano coom iha.,icaaspoj un hapaspoj ano cah quih cöcpac quij iic cöi hiicot hac ano coomi ha.,cöicaaspoj an hapaspoj ano cah quih cöcpac quij iic coi hiicot hac ano coom ha.
sei,"hant tomcoj cohtáh, icamápxölilca quih iti cöhaya.",hant tomcoj cohtaah iicam hapxlilca quih iti cöhaaiya.,hant tomcoj cohsaai iizcam hapxlilca quih iti cöhaaiya.
sei,"¿zó tpacta ma, ntanaaaij?",¿zó tpacta ma ntanaaail?,¿zó tpacta ma ntanaaail?
sei,¿me ázya iyat intozám?,¿me haz yaaiat intozám?,¿me ha haait intozám?
sei,"sahmees quih tatxo teete, immiimix.","sahmees quih tatxotate, immiimix.","sahmees quih tatxotate, imiiix."
sei,me ziix quiipe z iti cosa caha.,¿me ziix quiipe z iti consaca ha?,¿me ziix quiipe z iti contica aha?
sei,"he hptinzaait, zixquisiil com ihtexl, ihyanoocaj.","he hptinzaait zixquisiil com ihtexl, ihyaanoocaj.","he hptinzaait zixquisiil com htexl, ihyaanoocaj."
sei,himcac iti miij.,him cahquiti miij.,him cahquiti miij.
sei,cocsar ticop itaasi hac cohyomiiit.,coocsaticop itaasi hac cohyomiiit.,coocsaticop itaasi hac cohyomiiit.
sei,"canoaa hyaai com iizax tazo teme ma, juan quih he tafp, hiihax itaai, iyateelot.","canoaa hyaai com iizax quih azooten oo ma, juan quih heetafc iihax itaaij quih iyateelot.","canoaa hyaai com iizax quih azooten oo ma, juan quih heetafc iihax itaai quih iyateenot."
sei,"zixquisiil zo haquix piih ta x, inaail com popaaisx ta x, smihimz aha.","zixquisiil zo htquij pehtalc inaail com cop aazx ta x, ismihimj aha.","zixquisiil zo haquix pehtalc inaail com cop tazx ta x, ismihimj aha."
sei,"taalim ma, itoaa cop xpeemoja z ano cötapxölim ma, hant tfii ma, yahtaap.","taalim ma, hitoaa cooc cöpeemoj ha z ano cötaapxli ma, hantfim ma, yahhtaap.","saalim ma, itoaa cooc cöpeemoj ha z ano cötaapxli ma, hantfim ma, yahhtaap."
sei,¿hin tmiiit?,¿intmiit?,¿intmiit?
sei,hacx somcamiih aha.,hast omcamiiha ho.,hast omcamiiha ha.
sei,¿miisax com coi ntcaail oo?,¿miisax com coi caailo?,¿miisax com coi caaitom
sei,toii ntihsoozi haa hi.,toii nti hsooz ihaa he.,toii iti ccooz chaa ha.
sei,eenm an iquiijim quih haaco quih an hac ano yihiizat.,eenm an iiqui iijim quee haaco canac ano yihizat.,eenm an iiqui csiijim quee haaco caai ano yihizat.
sei,"hanso ziix caziim quih pohaa ta, cöspacta ha quih oo cötpacta ma, yacaalam iha.","hansoozix casiim quih poh hatacö spacta ha, coocp pac taa mayacaalang iha.","hansoozix caaitim quih ah haac spacta ha, cooc pac taa mayacaalang iha."
sei,imiit oo cöquiih iha.,¿imitócö ihiha?,¿imitócö ihiha
